 Igor Esau, NERSC,Bergen,Norway, igore@nersc.no, code LESNIC,closure DMM,conditions STANDARD,run 32x32x32,set C8(414-474 min)     
  32
  0.0000000E+00  0.6250000E+01  0.1875000E+02  0.3125000E+02  0.4375000E+02  0.5625000E+02  0.6875000E+02  0.8125000E+02  0.9375000E+02  0.1062500E+03  0.1187500E+03  0.1312500E+03  0.1437500E+03  0.1562500E+03  0.1687500E+03  0.1812500E+03  0.1937500E+03  0.2062500E+03  0.2187500E+03  0.2312500E+03  0.2437500E+03  0.2562500E+03  0.2687500E+03  0.2812500E+03  0.2937500E+03  0.3062500E+03  0.3187500E+03  0.3312500E+03  0.3437500E+03  0.3562500E+03  0.3687500E+03  0.3812500E+03
  0.0000000E+00 -0.2136807E-01 -0.4609536E-01 -0.4823523E-01 -0.4440712E-01 -0.4177809E-01 -0.3720388E-01 -0.3274400E-01 -0.2665662E-01 -0.2304265E-01 -0.1876741E-01 -0.1478184E-01 -0.9784612E-02 -0.7011835E-02 -0.4630365E-02 -0.2364619E-02 -0.1913868E-02 -0.1433723E-02 -0.1292945E-02 -0.9626641E-03 -0.7153187E-03 -0.4711709E-03 -0.3163541E-03 -0.2990789E-03 -0.2835343E-03 -0.2629327E-03 -0.2318872E-03 -0.1984765E-03 -0.1674214E-03 -0.1272701E-03 -0.8667878E-04 -0.5680159E-04
 -0.7489885E-01 -0.5107923E-01 -0.2390040E-01 -0.1930900E-01 -0.1702539E-01 -0.1554662E-01 -0.1429332E-01 -0.1270076E-01 -0.1110972E-01 -0.9784683E-02 -0.8509707E-02 -0.7222433E-02 -0.5921162E-02 -0.4223873E-02 -0.2576551E-02 -0.1205975E-02 -0.8401724E-04  0.7210276E-03  0.1308567E-02  0.1533323E-02  0.1286578E-02  0.8972663E-03  0.5905926E-03  0.3951605E-03  0.2602781E-03  0.1647790E-03  0.9856359E-04  0.5588983E-04  0.3485551E-04  0.2805296E-04  0.2536822E-04  0.2438224E-04
  0.0000000E+00 -0.1098555E-01 -0.2473082E-01 -0.2212340E-01 -0.1909474E-01 -0.1580189E-01 -0.1117210E-01 -0.6246912E-02 -0.3848308E-02 -0.9306655E-03  0.1409955E-02  0.3105529E-02  0.2857804E-02  0.3138314E-02  0.2822204E-02  0.1890486E-02  0.1776118E-02  0.5621476E-03  0.1691955E-03 -0.1033638E-04  0.1466444E-04  0.3175329E-04  0.6660281E-04  0.7516380E-04  0.7774241E-04  0.7692650E-04  0.6991249E-04  0.6184088E-04  0.5164971E-04  0.3292996E-04  0.1623096E-04  0.2609841E-05
 -0.5167006E-01 -0.3381374E-01 -0.1319773E-01 -0.8934388E-02 -0.6348667E-02 -0.4553671E-02 -0.3372044E-02 -0.2333652E-02 -0.1105478E-02 -0.4385475E-04  0.8099977E-03  0.1737040E-02  0.2455264E-02  0.2682577E-02  0.2603644E-02  0.2296434E-02  0.1882017E-02  0.1654830E-02  0.1417773E-02  0.9618966E-03  0.5146767E-03  0.2462815E-03  0.9888104E-04  0.1914605E-04 -0.2103392E-04 -0.3747137E-04 -0.3725748E-04 -0.2739276E-04 -0.1564252E-04 -0.2019628E-05  0.9491117E-05  0.1371426E-04
  0.0000000E+00 -0.4230656E-02 -0.9203495E-02 -0.9434198E-02 -0.8893136E-02 -0.8200396E-02 -0.7488879E-02 -0.6819296E-02 -0.5848364E-02 -0.5058916E-02 -0.4619171E-02 -0.4007563E-02 -0.3525164E-02 -0.2712494E-02 -0.1969253E-02 -0.9669096E-03 -0.7308967E-03 -0.1742824E-03 -0.2229970E-04 -0.5488215E-04  0.4257264E-04 -0.3845208E-04 -0.1291614E-04 -0.1383477E-05 -0.1706737E-04 -0.1105474E-04 -0.8737173E-05 -0.1503157E-05  0.4834279E-06  0.1438697E-06 -0.2847345E-08 -0.5286680E-06
 -0.1182257E-01 -0.6912594E-02 -0.1260439E-02 -0.3504204E-03 -0.1201228E-03 -0.2235718E-04  0.1886533E-04  0.2261088E-04  0.7849252E-05 -0.6538479E-05 -0.3272211E-04 -0.7671835E-04 -0.1076361E-03 -0.1416507E-03 -0.1994144E-03 -0.2443583E-03 -0.2733045E-03 -0.3086650E-03 -0.3219522E-03 -0.2561051E-03 -0.1697018E-03 -0.9998072E-04 -0.3605775E-04 -0.1256539E-04 -0.5212024E-05 -0.2919560E-05 -0.1911859E-05 -0.1319284E-05 -0.9866048E-06 -0.8389391E-06 -0.7536314E-06 -0.7257524E-06
  0.0000000E+00  0.9234662E-02  0.2178985E-01  0.2516268E-01  0.2601446E-01  0.2891723E-01  0.3014663E-01  0.2986886E-01  0.2810289E-01  0.2750051E-01  0.3205707E-01  0.3066958E-01  0.2809766E-01  0.2498257E-01  0.1864893E-01  0.1162767E-01  0.3097014E-02 -0.3003824E-02 -0.5026419E-02 -0.4147128E-02 -0.2274249E-02 -0.7009316E-03 -0.1468811E-03 -0.8038944E-04 -0.7284311E-04 -0.8795026E-04 -0.1149290E-03 -0.1547300E-03 -0.1950302E-03 -0.2283468E-03 -0.2773228E-03 -0.2909442E-03
  0.0000000E+00  0.4079455E-04  0.4765517E-04  0.2121223E-04  0.2545754E-04  0.2067393E-04  0.2362572E-04  0.5713437E-04  0.5478809E-04  0.4301288E-04  0.4425419E-04  0.2960134E-04  0.3262597E-04  0.3735700E-04  0.2274623E-04  0.1921380E-04  0.9872712E-05 -0.5654994E-07 -0.5199113E-06  0.5225081E-06  0.1248460E-05  0.7473370E-06  0.3462842E-06  0.1476937E-06  0.5026500E-07  0.1636584E-07  0.4551065E-08 -0.2360133E-09 -0.6243445E-09 -0.9907671E-09 -0.1408747E-08 -0.8632109E-07
  0.0000000E+00  0.1944157E-02  0.1147266E-01  0.1036948E-01  0.9341029E-02  0.7041464E-02  0.5360944E-02  0.4246073E-02  0.2202732E-02 -0.2867205E-03 -0.3343031E-02 -0.8355067E-02 -0.1153522E-01 -0.1903992E-01 -0.2416309E-01 -0.2975790E-01 -0.2676380E-01 -0.1550797E-01 -0.6796365E-02 -0.2276195E-02 -0.7514503E-03 -0.2757284E-04  0.1274075E-03  0.1265060E-03  0.1107646E-03  0.1074776E-03  0.9649688E-04  0.7057433E-04  0.3851786E-04  0.3370064E-04  0.3119444E-04  0.3906380E-04
